id,date,conversationId,inReplyToTweetId,inReplyToUser,user,user_id,rawContent,lang,hashtags,cashtags,mentionedUsers_ids,mentionedUsers_usernames,media_photos_count,media_videos_count,media_animated_count,place,sourceLabel,replyCount,retweetCount,likeCount,quoteCount,bookmarkedCount,viewCount,quotedTweet_id,quotedTweet_date,quotedTweet_user_id,quotedTweet_user_username,rawContent_clean,community
1820889064402551286,2024-08-06 18:25:58+00:00,1820808972363845765,1.820808972363846e+18,traficogt,Hugo81767829,1562798687679840257,@traficogt @BArevalodeLeon Obviamente fue la ex ministra. Mujer inteligente se cubrió del esbirro Arévalo y el mula lo aceptó. Y si fue ella lo importante es que le destaparon las órdenes que van contra los intereses de la nación.,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,1,0,3,0,0,136.0,,,,,@traficogt @barevalodeleon obviamente fue la ex ministra. mujer inteligente se cubrió del esbirro arévalo y el mula lo aceptó. y si fue ella lo importante es que le destaparon las órdenes que van contra los intereses de la nación.,
1820887649827352950,2024-08-06 18:20:20+00:00,1820808972363845765,1.820808972363846e+18,traficogt,QuinonezRAA,1574582346153607176,@traficogt @BArevalodeLeon Y que clavo según vos? Si todo tibio y aguado ayer tu presidente hasta tartamudeaba.,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,56.0,,,,,@traficogt @barevalodeleon y que clavo según vos? si todo tibio y aguado ayer tu presidente hasta tartamudeaba.,
1820885380645974501,2024-08-06 18:11:19+00:00,1820808972363845765,1.820808972363846e+18,traficogt,oscarin2101,1470164364669894661,@traficogt @BArevalodeLeon Y si fue bernardo? Entonces?,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,52.0,,,,,@traficogt @barevalodeleon y si fue bernardo? entonces?,2.0
1820884767782662514,2024-08-06 18:08:53+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,roula202122,1662932430204858371,"@traficogt @BArevalodeLeon Si averiguan quién grabado la llamada sea quien sea,díganle que le debo un six o la cualquier bebida de su preferencia,además de querer estrechar su mano de caballero a caballero,o de caballero a dama",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,1,0,0,35.0,,,,,"@traficogt @barevalodeleon si averiguan quién grabado la llamada sea quien sea,díganle que le debo un six o la cualquier bebida de su preferencia,además de querer estrechar su mano de caballero a caballero,o de caballero a dama",2.0
1820883763842433390,2024-08-06 18:04:54+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,El_Don_ardillo,90683399,"@traficogt @BArevalodeLeon Por el lado q le busque esta jodido, es ilegal",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,34.0,,,,,"@traficogt @barevalodeleon por el lado q le busque esta jodido, es ilegal",
1820882767737188581,2024-08-06 18:00:56+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,arthurShp_wf,1467115318149529602,@traficogt @BArevalodeLeon Tremendo idiota este 🤡😂,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,15.0,,,,,@traficogt @barevalodeleon tremendo idiota este 🤡😂,
1820878590503711229,2024-08-06 17:44:20+00:00,1820673759591686333,1.8208563890797983e+18,__VaderTG,LordMarduk2,1118269975737831425,@__VaderTG @traficogt @BArevalodeLeon Todo debe ser transparente.,es,,,"1562966009535168513,93938886,945378369818058752","__VaderTG,traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,1,0,0,57.0,,,,,@__vadertg @traficogt @barevalodeleon todo debe ser transparente.,
1820876836496445584,2024-08-06 17:37:22+00:00,1820673759591686333,1.8208563890797983e+18,__VaderTG,TitanJustiGT,1754249103221854209,@__VaderTG @traficogt @BArevalodeLeon Ajaaa y el despilfarro de este dipuRATA cuando lo investigará la PUTA CLICA DE MIERDA DEL @MPguatemala ahhh...con la asquerosa jeta cerrada te quedás @__VaderTG PLASTA DE MIERDA💩💩🖕🏻🖕🏻🖕🏻 https://t.co/zWHjp0bESI,es,,,"1562966009535168513,93938886,945378369818058752,609174347,1562966009535168513","__VaderTG,traficogt,BArevalodeLeon,MPguatemala,__VaderTG",1,0,0,,Twitter for Android,0,0,0,0,0,31.0,,,,,@__vadertg @traficogt @barevalodeleon ajaaa y el despilfarro de este dipurata cuando lo investigará la puta clica de mierda del @mpguatemala ahhh...con la asquerosa jeta cerrada te quedás @__vadertg plasta de mierda💩💩🖕🏻🖕🏻🖕🏻 https://t.co/zwhjp0besi,
1820872020038414580,2024-08-06 17:18:14+00:00,1820673759591686333,1.820814066148852e+18,WalterM91033122,RicardoTen92629,1650202797911023617,@WalterM91033122 @traficogt @BArevalodeLeon No es la edad ni el tamaño es genética,es,,,"1500856186358403073,93938886,945378369818058752","WalterM91033122,traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,13.0,,,,,@walterm91033122 @traficogt @barevalodeleon no es la edad ni el tamaño es genética,
1820871833916469612,2024-08-06 17:17:30+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,1994Meola,2260654080,@traficogt @BArevalodeLeon Fue tu Madre !!!! 🤣🤣🤣🤣,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,17.0,,,,,@traficogt @barevalodeleon fue tu madre !!!! 🤣🤣🤣🤣,
1820871698301833401,2024-08-06 17:16:57+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,RicardoTen92629,1650202797911023617,@traficogt @BArevalodeLeon Es lo que menos tendría que importar si no si hubo o no delito,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,22.0,,,,,@traficogt @barevalodeleon es lo que menos tendría que importar si no si hubo o no delito,
1820871348706799992,2024-08-06 17:15:34+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,VeQueDeAhuevo,1411921505143996418,@traficogt @BArevalodeLeon O sea que como es “ilegal” entonces no hay corrupcion?  😂😂😂,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,23.0,,,,,@traficogt @barevalodeleon o sea que como es “ilegal” entonces no hay corrupcion?  😂😂😂,
1820870379230912678,2024-08-06 17:11:43+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,fjadlc,263853312,"@traficogt @BArevalodeLeon Eso para mí está bien, por aquello que el ineficiente de @ChuchoTriste69 la quiera culpar de algo. Recuerden que: "" del árbol caído, todo el mundo quiere hacer leña"" decía mi amá 🤔",es,,,"93938886,945378369818058752,1648728364734136325","traficogt,BArevalodeLeon,ChuchoTriste69",0,0,0,,Twitter for Android,1,0,1,0,0,116.0,,,,,"@traficogt @barevalodeleon eso para mí está bien, por aquello que el ineficiente de @chuchotriste69 la quiera culpar de algo. recuerden que: "" del árbol caído, todo el mundo quiere hacer leña"" decía mi amá 🤔",27.0
1820866583859699900,2024-08-06 16:56:38+00:00,1820673759591686333,1.8208563890797983e+18,__VaderTG,razondesergt,143964332,"@__VaderTG @traficogt @BArevalodeLeon El primero que hay que ir a traer del pescuezo es al mendez ruiz, A falla, a pineda, hasta al HP del hombre noticia. De ahí que todos al calabozo. 
- se les hará un juicio justo. #LaLeyYElOrdenUVE 🤣",es,LaLeyYElOrdenUVE,,"1562966009535168513,93938886,945378369818058752","__VaderTG,traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,1,0,1,0,0,31.0,,,,,"@__vadertg @traficogt @barevalodeleon el primero que hay que ir a traer del pescuezo es al mendez ruiz, a falla, a pineda, hasta al hp del hombre noticia. de ahí que todos al calabozo. 
- se les hará un juicio justo. #laleyyelordenuve 🤣",27.0
1820865872061460904,2024-08-06 16:53:48+00:00,1820673759591686333,1.8208563890797983e+18,__VaderTG,alfonso52067664,1526252643122925568,@__VaderTG @traficogt @BArevalodeLeon Sea como sea el que lo hizo saldra a la luz tambien no preocupes,es,,,"1562966009535168513,93938886,945378369818058752","__VaderTG,traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,24.0,,,,,@__vadertg @traficogt @barevalodeleon sea como sea el que lo hizo saldra a la luz tambien no preocupes,27.0
1820864462334906855,2024-08-06 16:48:12+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,AcidoGt,1095789168993669121,@traficogt @BArevalodeLeon Osea que si te llaman para extorsionarte y vos grabas la llamada como parte de pruebas para denunciar lo sucedido también es ilegal?,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,10.0,,,,,@traficogt @barevalodeleon osea que si te llaman para extorsionarte y vos grabas la llamada como parte de pruebas para denunciar lo sucedido también es ilegal?,
1820862325550711133,2024-08-06 16:39:43+00:00,1820523619262316917,1.8205236192623168e+18,Soygeorgegt,edwadriperez,1504069669019430915,"@Soygeorgegt @traficogt @AcGuatemala @Alex_balsells @mmendoza_GT @BArevalodeLeon @JLFont001 @PEdgar05 @ruano_pine Debe publicarse condena pública contra diputado Gustavo Cifuentes, @BancadaTODOS HDCMP; por ladrón.
Actualmente qué tipo de robos, extorsiones y chantajes realiza la mamba @FelipeAlejos ?",es,,,"205009534,93938886,67039229,450859699,202303067,945378369818058752,298862867,1257861614340124673,827250842017357827,3015856704,602870625","Soygeorgegt,traficogt,AcGuatemala,Alex_balsells,mmendoza_GT,BArevalodeLeon,JLFont001,PEdgar05,ruano_pine,BancadaTODOS,FelipeAlejos",0,0,0,,Twitter for Android,0,0,0,0,0,23.0,,,,,"@soygeorgegt @traficogt @acguatemala @alex_balsells @mmendoza_gt @barevalodeleon @jlfont001 @pedgar05 @ruano_pine debe publicarse condena pública contra diputado gustavo cifuentes, @bancadatodos hdcmp; por ladrón.
actualmente qué tipo de robos, extorsiones y chantajes realiza la mamba @felipealejos ?",30.0
1820861790886006820,2024-08-06 16:37:35+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,ladyjustice85,1249191770346455046,@traficogt @BArevalodeLeon Se pierden en la forma…mejor hablemos del contenido de la llamada,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,19.0,,,,,@traficogt @barevalodeleon se pierden en la forma…mejor hablemos del contenido de la llamada,2.0
1820860073360687456,2024-08-06 16:30:46+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,JoseCif33982901,1679147961622618113,"@traficogt @BArevalodeLeon No importa, él ya admitió que es verídico! 🤡🖕",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,1,6,0,0,64.0,,,,,"@traficogt @barevalodeleon no importa, él ya admitió que es verídico! 🤡🖕",
1820860068080058632,2024-08-06 16:30:44+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,Gontinez,2204284940,"@traficogt @BArevalodeLeon De toda comunicación vía electrónica, llamadas, mensajes, audios, etc., que grabación.",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,72.0,,,,,"@traficogt @barevalodeleon de toda comunicación vía electrónica, llamadas, mensajes, audios, etc., que grabación.",
1820858607417827578,2024-08-06 16:24:56+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,EstuardoYA97497,1709376642919833600,@traficogt @BArevalodeLeon Lo raro que los de la SAAS no investiguen si están pinchados todos los demás teléfonos.,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,48.0,,,,,@traficogt @barevalodeleon lo raro que los de la saas no investiguen si están pinchados todos los demás teléfonos.,
1820858139832615147,2024-08-06 16:23:05+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,JuanCar79476492,547252801,@traficogt @BArevalodeLeon fue la IA el no es corrupto.,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter Web App,0,0,0,0,0,36.0,,,,,@traficogt @barevalodeleon fue la ia el no es corrupto.,
1820856945172984296,2024-08-06 16:18:20+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,Garne87,1479172509031403525,"@traficogt @BArevalodeLeon jajaja ahora si dicen que es ilegal, pero antes escuchaban una grabación o una llamada telefonica y ya tenia que ser quemado en la hoguera jajajaja, DOBLE MORAL.",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter Web App,0,1,2,0,0,36.0,,,,,"@traficogt @barevalodeleon jajaja ahora si dicen que es ilegal, pero antes escuchaban una grabación o una llamada telefonica y ya tenia que ser quemado en la hoguera jajajaja, doble moral.",
1820856389079798201,2024-08-06 16:16:07+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,__VaderTG,1562966009535168513,"@traficogt @BArevalodeLeon Quien grabó la conversación NO lo sé, lo que sí sé, es que: 
—""no hay nada oculto que no haya de ser manifestado; ni escondido, que no haya de salir a luz"".",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,4,17,60,1,0,933.0,,,,,"@traficogt @barevalodeleon quien grabó la conversación no lo sé, lo que sí sé, es que: 
—""no hay nada oculto que no haya de ser manifestado; ni escondido, que no haya de salir a luz"".",
1820855914850574773,2024-08-06 16:14:14+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,Poder502,48115367,"@traficogt @BArevalodeLeon Por lo mula que es, seguramente fue el propio Chucho triste y se le escapó por inepto",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,6,0,0,67.0,,,,,"@traficogt @barevalodeleon por lo mula que es, seguramente fue el propio chucho triste y se le escapó por inepto",
1820854293101977987,2024-08-06 16:07:47+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,mundo9999,1499464544229470212,@traficogt @BArevalodeLeon Increible q se cuestione la grabacion y no el mal proceder del mandatario q es lo q real mente importa y tanto critican o si es Acefalo no importa q haga las cosas mal ???,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,5,0,0,43.0,,,,,@traficogt @barevalodeleon increible q se cuestione la grabacion y no el mal proceder del mandatario q es lo q real mente importa y tanto critican o si es acefalo no importa q haga las cosas mal ???,2.0
1820851275224723592,2024-08-06 15:55:48+00:00,1820673759591686333,1.8206749855657697e+18,wichochicken,SiVmenor,1613073674940157954,"@wichochicken @traficogt @BArevalodeLeon Captar sin consentimiento: Quien capture mensajes, conversaciones, comunicaciones, sonidos, imágenes en general o del cuerpo de una persona sin su consentimiento y con el propósito de afectar su dignidad, será sancionado con prisión de 1 a 3 años.",es,,,"2768478381,93938886,945378369818058752","wichochicken,traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,42.0,,,,,"@wichochicken @traficogt @barevalodeleon captar sin consentimiento: quien capture mensajes, conversaciones, comunicaciones, sonidos, imágenes en general o del cuerpo de una persona sin su consentimiento y con el propósito de afectar su dignidad, será sancionado con prisión de 1 a 3 años.",
1820842484039057871,2024-08-06 15:20:52+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,MaribelMar51429,1791599840234778625,@traficogt @BArevalodeLeon O sea q el problema es quien lo grabó? No el posible delito 🙄que nivel de semilleros estos deberás,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,6,0,0,63.0,,,,,@traficogt @barevalodeleon o sea q el problema es quien lo grabó? no el posible delito 🙄que nivel de semilleros estos deberás,
1820839004368998429,2024-08-06 15:07:02+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,superguicho,73571203,@traficogt @BArevalodeLeon y aunque asi fuera ¿le quita veracidad? no,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter Web App,0,0,6,0,0,62.0,,,,,@traficogt @barevalodeleon y aunque asi fuera ¿le quita veracidad? no,2.0
1820835352598229481,2024-08-06 14:52:32+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,danborrayo,241252333,@traficogt @BArevalodeLeon Aprende a escribir,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,46.0,,,,,@traficogt @barevalodeleon aprende a escribir,2.0
1820834158660243619,2024-08-06 14:47:47+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,juanca8733,1413960917293862914,@traficogt @BArevalodeLeon Ilegal grabar una llamada que le hacen a uno? Artículo o también se van a inventar artículos como lo hizo el mequetrefe de @BArevalodeLeon ayer??? Jajaja puta de algo si estamos seguros q de leyes saben lo q yo se energía espacial,es,,,"93938886,945378369818058752,945378369818058752","traficogt,BArevalodeLeon,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,44.0,,,,,@traficogt @barevalodeleon ilegal grabar una llamada que le hacen a uno? artículo o también se van a inventar artículos como lo hizo el mequetrefe de @barevalodeleon ayer??? jajaja puta de algo si estamos seguros q de leyes saben lo q yo se energía espacial,2.0
1820833005952249932,2024-08-06 14:43:12+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,yos0ydanieloff,1202311883329544194,@traficogt @BArevalodeLeon O sea q lo q se dice en llamada no importa?? Ahora importa mas quien la grabo? O cómo está la onda ?,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,5,0,0,86.0,,,,,@traficogt @barevalodeleon o sea q lo q se dice en llamada no importa?? ahora importa mas quien la grabo? o cómo está la onda ?,2.0
1820832176641839150,2024-08-06 14:39:54+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,JEdwinMeja1,1626774583591202816,"@traficogt @BArevalodeLeon Como lade perez molina 🤣🤣🤣 ya dejen de llorar,ese presidente es peor que los últimos 3, acepten eso 🤷‍♂️",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter Web App,0,0,4,0,0,75.0,,,,,"@traficogt @barevalodeleon como lade perez molina 🤣🤣🤣 ya dejen de llorar,ese presidente es peor que los últimos 3, acepten eso 🤷‍♂️",
1820831271376810232,2024-08-06 14:36:19+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,aliaslajose,1788061703239831552,@traficogt @BArevalodeLeon Talvez fue IA también 🤷‍♀️,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,2,0,16,0,0,426.0,,,,,@traficogt @barevalodeleon talvez fue ia también 🤷‍♀️,2.0
1820830223346159911,2024-08-06 14:32:09+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,estuardovalle83,1803070089031294976,@traficogt @BArevalodeLeon Y que es mas ilegal de las dos cosas ? O mas corrupta?,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,49.0,,,,,@traficogt @barevalodeleon y que es mas ilegal de las dos cosas ? o mas corrupta?,2.0
1820828804916371709,2024-08-06 14:26:31+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,voZnisho,305688711,@traficogt @BArevalodeLeon Debido que la voz de mi tiito Berny se escucha más encajonada que la de jazmín es obvio que fue la ministra en alta voz...,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,4,0,0,214.0,,,,,@traficogt @barevalodeleon debido que la voz de mi tiito berny se escucha más encajonada que la de jazmín es obvio que fue la ministra en alta voz...,
1820827270203736392,2024-08-06 14:20:25+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,Enrique51859338,1213239988172681217,@traficogt @BArevalodeLeon O sea que entonces no es corrupto????🤣🤣🤣🤣,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,2,0,0,71.0,,,,,@traficogt @barevalodeleon o sea que entonces no es corrupto????🤣🤣🤣🤣,
1820825996586528883,2024-08-06 14:15:21+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,AleMarro1991,1314284946442391558,@traficogt @BArevalodeLeon Todos podemos grabar una llamada y no es ilegal..... se escucha el audio y cualquiera puede notar que se grabó con otro dispositivo,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,3,0,0,136.0,,,,,@traficogt @barevalodeleon todos podemos grabar una llamada y no es ilegal..... se escucha el audio y cualquiera puede notar que se grabó con otro dispositivo,
1820823853708321164,2024-08-06 14:06:50+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,KATIASMOR,1787971618238500864,"@traficogt @BArevalodeLeon Jajajaja ya no se saben ni dónde meter al MP.  No hay buses el MP, Bernardo se cago el MP, coman mierdx",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,1.0,,,,,"@traficogt @barevalodeleon jajajaja ya no se saben ni dónde meter al mp.  no hay buses el mp, bernardo se cago el mp, coman mierdx",
1820823115137724497,2024-08-06 14:03:54+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,chappin777,382942599,@traficogt @BArevalodeLeon Puta con ustedes semierdas! Están evidenciando ser idiotas en grado 33. No tienen remedio!,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter Web App,0,0,0,0,0,91.0,,,,,@traficogt @barevalodeleon puta con ustedes semierdas! están evidenciando ser idiotas en grado 33. no tienen remedio!,2.0
1820816771021984185,2024-08-06 13:38:42+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,kalemarro,603973689,"@traficogt @BArevalodeLeon La verdad no importa, esa llamada no es para prueba en un juicio, solamente la demostración de que los políticos no sirve ninguno, de hecho todos se deberían ir",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,2,0,1,184.0,,,,,"@traficogt @barevalodeleon la verdad no importa, esa llamada no es para prueba en un juicio, solamente la demostración de que los políticos no sirve ninguno, de hecho todos se deberían ir",2.0
1820815574055686380,2024-08-06 13:33:56+00:00,1820815574055686380,,muniguate,carlosrubioair,150385072,@muniguate @DTransitoPNC @traficogt Será que ya estan operando los semaforos inteligentes ? Desde la ciudad del futuro. https://t.co/jkCIaXKaT0,es,,,"94355727,604917414,93938886","muniguate,DTransitoPNC,traficogt",0,1,0,,Twitter for Android,0,0,3,0,1,241.0,,,,,@muniguate @dtransitopnc @traficogt será que ya estan operando los semaforos inteligentes ? desde la ciudad del futuro. https://t.co/jkciaxkat0,4.0
1820815143216824478,2024-08-06 13:32:13+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,Lima30044J,1820514354007289856,@traficogt @BArevalodeLeon Tu madre la grabó grandísimo hdlgp.,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,9.0,,,,,@traficogt @barevalodeleon tu madre la grabó grandísimo hdlgp.,
1820814584824885379,2024-08-06 13:30:00+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,cocolocoantillo,2297978986,"@traficogt @BArevalodeLeon El Mp ,el Mp de la fecal general. Fijo",es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,0,0,0,0,109.0,,,,,"@traficogt @barevalodeleon el mp ,el mp de la fecal general. fijo",2.0
1820814066148852090,2024-08-06 13:27:57+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,WalterM91033122,1500856186358403073,@traficogt @BArevalodeLeon Jaja qué pena la tuya que se expuso solo el hijueputa del bernardo no es más mula por qué no es un poquito más grande,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,1,4,30,0,0,387.0,,,,,@traficogt @barevalodeleon jaja qué pena la tuya que se expuso solo el hijueputa del bernardo no es más mula por qué no es un poquito más grande,
1820813399422365976,2024-08-06 13:25:18+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,nandoguate,543737643,@traficogt @BArevalodeLeon El problema real será la grabación o lo que se conversó? Jajaja creí que la página era “traficogt”,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,1,0,0,182.0,,,,,@traficogt @barevalodeleon el problema real será la grabación o lo que se conversó? jajaja creí que la página era “traficogt”,2.0
1820813227850105240,2024-08-06 13:24:37+00:00,1820673759591686333,1.8207142476025078e+18,AJutzuy,nandoguate,543737643,@AJutzuy @traficogt @BArevalodeLeon Jajajaja justo eso pensé,es,,,"292136392,93938886,945378369818058752","AJutzuy,traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,0,0,0,38.0,,,,,@ajutzuy @traficogt @barevalodeleon jajajaja justo eso pensé,2.0
1820808972363845765,2024-08-06 13:07:42+00:00,1820808972363845765,,,traficogt,93938886,"Y la pregunta es:  Quien grabó la conversación entre @BArevalodeLeon y De la Vega?   Es legal?  Si fue la ex-ministra, se va a meter en un clavo serio... Y si fue el mp... En uno mejor!",es,,,945378369818058752,BArevalodeLeon,0,0,0,,Twitter for Android,87,107,424,2,3,16692.0,,,,,"y la pregunta es:  quien grabó la conversación entre @barevalodeleon y de la vega?   es legal?  si fue la ex-ministra, se va a meter en un clavo serio... y si fue el mp... en uno mejor!",2.0
1820805021702758673,2024-08-06 12:52:00+00:00,1820673759591686333,1.8206749855657697e+18,wichochicken,ComunicaLord,1150801867967991808,"@wichochicken @traficogt @BArevalodeLeon Chantajea al presidente?

El presidente la despidió x no cumplir sus berrinches. Dónde está el chantaje ahí?

Y bien x ella de haber grabado una acción ilegal para tenerla de prueba",es,,,"2768478381,93938886,945378369818058752","wichochicken,traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,0,0,1,0,0,40.0,,,,,"@wichochicken @traficogt @barevalodeleon chantajea al presidente?

el presidente la despidió x no cumplir sus berrinches. dónde está el chantaje ahí?

y bien x ella de haber grabado una acción ilegal para tenerla de prueba",
1820714247602507794,2024-08-06 06:51:18+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,AJutzuy,292136392,@traficogt @BArevalodeLeon Y vos a qué hora pasaste de dar información del tráfico a defensor del gobierno a sueldo?,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,1,0,9,0,0,208.0,,,,,@traficogt @barevalodeleon y vos a qué hora pasaste de dar información del tráfico a defensor del gobierno a sueldo?,
1820677668427231652,2024-08-06 04:25:57+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,daniel_aag24,40391699,@traficogt @BArevalodeLeon Que gran víbora tenía de ministra y así deben haber otros ministros y viceministros,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for Android,0,1,2,0,0,219.0,,,,,@traficogt @barevalodeleon que gran víbora tenía de ministra y así deben haber otros ministros y viceministros,0.0
1820674985565769799,2024-08-06 04:15:17+00:00,1820673759591686333,1.8206737595916864e+18,traficogt,wichochicken,2768478381,@traficogt @BArevalodeLeon Imaginen vivir en un país donde una funcionaria chantajea al mismo presidente solo porque es amiga de los empresaurios; si eso hacen con Arévalo ya se imaginan a cualquier cristiano,es,,,"93938886,945378369818058752","traficogt,BArevalodeLeon",0,0,0,,Twitter for iPhone,2,1,12,0,0,456.0,,,,,@traficogt @barevalodeleon imaginen vivir en un país donde una funcionaria chantajea al mismo presidente solo porque es amiga de los empresaurios; si eso hacen con arévalo ya se imaginan a cualquier cristiano,27.0
1820673759591686333,2024-08-06 04:10:25+00:00,1820673759591686333,,,traficogt,93938886,"Quién grabó la llamada de @BArevalodeLeon ??  Ola grabó la ex-ministra o fue el mp, por de más de forma ilegal.",es,,,945378369818058752,BArevalodeLeon,0,0,0,,Twitter for Android,58,60,238,4,3,17840.0,,,,,"quién grabó la llamada de @barevalodeleon ??  ola grabó la ex-ministra o fue el mp, por de más de forma ilegal.",2.0
